,instant,dteday,season,year,month,holiday,weekday,workingday,weathersit,temperatura,atemp,humedad,windspeed,casual,registered,total_alquileres,usuarios_totales,clima
660,661,2012-10-22,winter,1,10,0,1,1,1,19.9875,0.482942,0.568333,0.0814833,830,6228,7058,7058,Despejado
661,662,2012-10-23,winter,1,10,0,2,1,1,22.310847,0.530304,0.641667,0.0945458,841,6625,7466,7466,Despejado
662,663,2012-10-24,winter,1,10,0,3,1,1,24.087500000000002,0.558721,0.63625,0.0727792,795,6898,7693,7693,Despejado
663,664,2012-10-25,winter,1,10,0,4,1,2,22.55,0.529688,0.800417,0.124375,875,6484,7359,7359,Nublado
664,665,2012-10-26,winter,1,10,0,5,1,2,22.379153000000002,0.52275,0.807083,0.132467,1182,6262,7444,7444,Nublado
665,666,2012-10-27,winter,1,10,0,6,0,2,21.73,0.515133,0.72,0.235692,2643,5209,7852,7852,Nublado
666,667,2012-10-28,winter,1,10,0,0,0,2,19.5775,0.467771,0.694583,0.398008,998,3461,4459,4459,Nublado
667,668,2012-10-29,winter,1,10,0,1,1,3,18.04,0.4394,0.88,0.3582,2,20,22,22,Lluvioso
668,669,2012-10-30,winter,1,10,0,2,1,2,13.045462,0.309909,0.825455,0.213009,87,1009,1096,1096,Nublado
669,670,2012-10-31,winter,1,10,0,3,1,2,14.657499999999999,0.3611,0.666667,0.166667,419,5147,5566,5566,Nublado
670,671,2012-11-01,winter,1,11,0,4,1,2,14.999153000000002,0.369942,0.581667,0.157346,466,5520,5986,5986,Nublado
671,672,2012-11-02,winter,1,11,0,5,1,1,14.555,0.356042,0.522083,0.266175,618,5229,5847,5847,Despejado
672,673,2012-11-03,winter,1,11,0,6,0,2,14.076653,0.323846,0.49125,0.270529,1029,4109,5138,5138,Nublado
673,674,2012-11-04,winter,1,11,0,0,0,1,13.359153,0.329538,0.532917,0.179108,1201,3906,5107,5107,Despejado
674,675,2012-11-05,winter,1,11,0,1,1,1,13.085847,0.308075,0.494167,0.236325,378,4881,5259,5259,Despejado
675,676,2012-11-06,winter,1,11,0,2,1,1,11.514153,0.281567,0.567083,0.173513,466,5220,5686,5686,Despejado
676,677,2012-11-07,winter,1,11,0,3,1,2,12.129153,0.274621,0.5475,0.304108,326,4709,5035,5035,Nublado
677,678,2012-11-08,winter,1,11,0,4,1,1,14.439134,0.341891,0.333478,0.347835,340,4975,5315,5315,Despejado
678,679,2012-11-09,winter,1,11,0,5,1,1,14.828347,0.355413,0.540833,0.214558,709,5283,5992,5992,Despejado
679,680,2012-11-10,winter,1,11,0,6,0,1,15.955846999999999,0.393937,0.645417,0.0578458,2090,4446,6536,6536,Despejado
680,681,2012-11-11,winter,1,11,0,0,0,1,17.254153000000002,0.421713,0.659167,0.1275,2290,4562,6852,6852,Despejado
681,682,2012-11-12,winter,1,11,1,1,0,1,19.884999999999998,0.475383,0.741667,0.173517,1097,5172,6269,6269,Despejado
682,683,2012-11-13,winter,1,11,0,2,1,2,14.076653,0.323225,0.662917,0.342046,327,3767,4094,4094,Nublado
683,684,2012-11-14,winter,1,11,0,3,1,1,11.855847,0.281563,0.552083,0.199625,373,5122,5495,5495,Despejado
684,685,2012-11-15,winter,1,11,0,4,1,2,13.188346999999998,0.324492,0.620417,0.152987,320,5125,5445,5445,Nublado
685,686,2012-11-16,winter,1,11,0,5,1,1,14.145,0.347204,0.524583,0.171025,484,5214,5698,5698,Despejado
686,687,2012-11-17,winter,1,11,0,6,0,1,13.325000000000001,0.326383,0.545417,0.179729,1313,4316,5629,5629,Despejado
687,688,2012-11-18,winter,1,11,0,0,0,1,14.0425,0.337746,0.692917,0.227612,922,3747,4669,4669,Despejado
688,689,2012-11-19,winter,1,11,0,1,1,2,15.614152999999998,0.375621,0.623333,0.235067,449,5050,5499,5499,Nublado
689,690,2012-11-20,winter,1,11,0,2,1,2,15.340847000000002,0.380667,0.685,0.082725,534,5100,5634,5634,Nublado
690,691,2012-11-21,winter,1,11,0,3,1,1,14.486653,0.364892,0.61375,0.103246,615,4531,5146,5146,Despejado
691,692,2012-11-22,winter,1,11,1,4,0,1,13.940000000000001,0.350371,0.580417,0.0528708,955,1470,2425,2425,Despejado
692,693,2012-11-23,winter,1,11,0,5,1,1,15.101653,0.378779,0.56875,0.148021,1603,2307,3910,3910,Despejado
693,694,2012-11-24,winter,1,11,0,6,0,1,11.411653,0.248742,0.404583,0.376871,532,1745,2277,2277,Despejado
694,695,2012-11-25,winter,1,11,0,0,0,1,10.079153,0.257583,0.468333,0.1505,309,2115,2424,2424,Despejado
695,696,2012-11-26,winter,1,11,0,1,1,1,12.846652999999998,0.339004,0.535417,0.04665,337,4750,5087,5087,Despejado
696,697,2012-11-27,winter,1,11,0,2,1,2,11.958347,0.281558,0.786667,0.237562,123,3836,3959,3959,Nublado
697,698,2012-11-28,winter,1,11,0,3,1,1,12.163347,0.289762,0.50625,0.210821,198,5062,5260,5260,Despejado
698,699,2012-11-29,winter,1,11,0,4,1,1,11.51567,0.298422,0.555652,0.115522,243,5080,5323,5323,Despejado
699,700,2012-11-30,winter,1,11,0,5,1,1,12.231653000000001,0.323867,0.649583,0.0584708,362,5306,5668,5668,Despejado
700,701,2012-12-01,winter,1,12,0,6,0,2,12.231653000000001,0.316904,0.806667,0.0597042,951,4240,5191,5191,Nublado
701,702,2012-12-02,winter,1,12,0,0,0,2,14.247499999999999,0.359208,0.823333,0.124379,892,3757,4649,4649,Nublado
702,703,2012-12-03,winter,1,12,0,1,1,1,18.552500000000002,0.455796,0.7675,0.0827208,555,5679,6234,6234,Despejado
703,704,2012-12-04,winter,1,12,0,2,1,1,19.509153,0.469054,0.73375,0.174129,551,6055,6606,6606,Despejado
704,705,2012-12-05,winter,1,12,0,3,1,1,17.971653,0.428012,0.485,0.324021,331,5398,5729,5729,Despejado
705,706,2012-12-06,winter,1,12,0,4,1,1,10.489152999999998,0.258204,0.50875,0.174754,340,5035,5375,5375,Despejado
706,707,2012-12-07,winter,1,12,0,5,1,2,13.154152999999999,0.321958,0.764167,0.1306,349,4659,5008,5008,Nublado
707,708,2012-12-08,winter,1,12,0,6,0,2,15.648347,0.389508,0.91125,0.101379,1153,4429,5582,5582,Nublado
708,709,2012-12-09,winter,1,12,0,0,0,2,15.750846999999998,0.390146,0.905417,0.157975,441,2787,3228,3228,Nublado
709,710,2012-12-10,winter,1,12,0,1,1,2,17.869153,0.435575,0.925,0.190308,329,4841,5170,5170,Nublado
710,711,2012-12-11,winter,1,12,0,2,1,2,14.486653,0.338363,0.596667,0.296037,282,5219,5501,5501,Nublado
711,712,2012-12-12,winter,1,12,0,3,1,2,12.1975,0.297338,0.538333,0.162937,310,5009,5319,5319,Nublado
712,713,2012-12-13,winter,1,12,0,4,1,1,12.129153,0.294188,0.485833,0.174129,425,5107,5532,5532,Despejado
713,714,2012-12-14,winter,1,12,0,5,1,1,11.548347,0.294192,0.642917,0.131229,429,5182,5611,5611,Despejado
714,715,2012-12-15,winter,1,12,0,6,0,1,13.290847,0.338383,0.650417,0.10635,767,4280,5047,5047,Despejado
715,716,2012-12-16,winter,1,12,0,0,0,2,14.862499999999999,0.369938,0.83875,0.100742,538,3248,3786,3786,Nublado
716,717,2012-12-17,winter,1,12,0,1,1,2,16.126653,0.4015,0.907083,0.0982583,212,4373,4585,4585,Nublado
717,718,2012-12-18,winter,1,12,0,2,1,1,16.844153,0.409708,0.66625,0.221404,433,5124,5557,5557,Despejado
718,719,2012-12-19,winter,1,12,0,3,1,1,13.6325,0.342162,0.625417,0.184092,333,4934,5267,5267,Despejado
719,720,2012-12-20,winter,1,12,0,4,1,2,13.530000000000001,0.335217,0.667917,0.132463,314,3814,4128,4128,Nublado
720,721,2012-12-21,springer,1,12,0,5,1,2,13.393346999999999,0.301767,0.556667,0.374383,221,3402,3623,3623,Nublado
721,722,2012-12-22,springer,1,12,0,6,0,1,10.899153,0.236113,0.44125,0.407346,205,1544,1749,1749,Despejado
722,723,2012-12-23,springer,1,12,0,0,0,1,10.079153,0.259471,0.515417,0.133083,408,1379,1787,1787,Despejado
723,724,2012-12-24,springer,1,12,0,1,1,2,9.483464,0.2589,0.791304,0.0772304,174,746,920,920,Nublado
724,725,2012-12-25,springer,1,12,1,2,0,2,11.943464,0.294465,0.734783,0.168726,440,573,1013,1013,Nublado
725,726,2012-12-26,springer,1,12,0,3,1,3,9.976652999999999,0.220333,0.823333,0.316546,9,432,441,441,Lluvioso
726,727,2012-12-27,springer,1,12,0,4,1,2,10.420846999999998,0.226642,0.652917,0.350133,247,1867,2114,2114,Nublado
727,728,2012-12-28,springer,1,12,0,5,1,2,10.386652999999999,0.255046,0.59,0.155471,644,2451,3095,3095,Nublado
728,729,2012-12-29,springer,1,12,0,6,0,2,10.386652999999999,0.2424,0.752917,0.124383,159,1182,1341,1341,Nublado
729,730,2012-12-30,springer,1,12,0,0,0,1,10.489152999999998,0.2317,0.483333,0.350754,364,1432,1796,1796,Despejado
730,731,2012-12-31,springer,1,12,0,1,1,2,8.849153,0.223487,0.5775,0.154846,439,2290,2729,2729,Nublado
